2026-01-30 10:57:47,578 - bot.logging_config - INFO - Logging initialized. Log file: logs/trading_bot_20260130_105747.log
2026-01-30 10:57:48,285 - bot.client - INFO - Binance Futures client initialized (Testnet: True)
2026-01-30 10:57:48,285 - bot.logging_config - INFO - Binance client initialized successfully
2026-01-30 10:57:48,320 - werkzeug - WARNING -  * Debugger is active!
2026-01-30 10:57:48,330 - werkzeug - INFO -  * Debugger PIN: 172-359-593
2026-01-30 10:58:00,140 - werkzeug - INFO - 172.18.92.74 - - [30/Jan/2026 10:58:00] "[33mGET / HTTP/1.1[0m" 404 -
2026-01-30 10:58:00,247 - werkzeug - INFO - 172.18.92.74 - - [30/Jan/2026 10:58:00] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-01-30 11:00:00,609 - werkzeug - INFO - 127.0.0.1 - - [30/Jan/2026 11:00:00] "[33mGET /api/test-connection HTTP/1.1[0m" 404 -
2026-01-30 11:00:58,329 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\__init__.py', reloading
2026-01-30 11:00:58,330 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\__init__.py', reloading
2026-01-30 11:00:58,331 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\__main__.py', reloading
2026-01-30 11:00:58,331 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\__main__.py', reloading
2026-01-30 11:00:58,332 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\arbiter.py', reloading
2026-01-30 11:00:58,332 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\arbiter.py', reloading
2026-01-30 11:00:58,332 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\config.py', reloading
2026-01-30 11:00:58,332 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\config.py', reloading
2026-01-30 11:00:58,332 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\debug.py', reloading
2026-01-30 11:00:58,338 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\debug.py', reloading
2026-01-30 11:00:58,338 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\errors.py', reloading
2026-01-30 11:00:58,339 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\errors.py', reloading
2026-01-30 11:00:58,340 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\glogging.py', reloading
2026-01-30 11:00:58,340 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\glogging.py', reloading
2026-01-30 11:00:58,341 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\pidfile.py', reloading
2026-01-30 11:00:58,341 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\pidfile.py', reloading
2026-01-30 11:00:58,341 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\reloader.py', reloading
2026-01-30 11:00:58,344 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\reloader.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\sock.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\sock.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\systemd.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\systemd.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\util.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\util.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\base.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\pasterapp.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\__init__.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\__init__.py', reloading
2026-01-30 11:00:58,345 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\__init__.py', reloading
2026-01-30 11:00:58,355 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\base.py', reloading
2026-01-30 11:00:58,355 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\base.py', reloading
2026-01-30 11:00:58,356 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\pasterapp.py', reloading
2026-01-30 11:00:58,357 - werkzeug - INFO -  * Detected change in 'C:\\Users\\abhishek maurya\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\gunicorn\\app\\pasterapp.py', reloading
